Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
Riverside,2015,All Ages,Total Population,All Ages,"10,111",43.2
Sacramento,2015,All Ages,Total Population,All Ages,"10,109",69.2
San Benito,2015,All Ages,Total Population,All Ages,285,50.1
San Bernardino,2015,All Ages,Total Population,All Ages,"12,761",59.3
San Diego,2015,All Ages,Total Population,All Ages,"11,646",37
San Francisco,2015,All Ages,Total Population,All Ages,"3,141",41.3
San Joaquin,2015,All Ages,Total Population,All Ages,"4,802",66.2
San Luis Obispo,2015,All Ages,Total Population,All Ages,950,40.1
San Mateo,2015,All Ages,Total Population,All Ages,"2,695",36.4
Santa Barbara,2015,All Ages,Total Population,All Ages,"1,734",40.7
Santa Clara,2015,All Ages,Total Population,All Ages,"6,521",35.1
Santa Cruz,2015,All Ages,Total Population,All Ages,910,36.5
Shasta,2015,All Ages,Total Population,All Ages,"1,015",60.5
Sierra,2015,All Ages,Total Population,All Ages,9,
Siskiyou,2015,All Ages,Total Population,All Ages,176,47
Solano,2015,All Ages,Total Population,All Ages,"3,415",83.2
Sonoma,2015,All Ages,Total Population,All Ages,"1,936",40.2
Stanislaus,2015,All Ages,Total Population,All Ages,"3,281",60.7
Sutter,2015,All Ages,Total Population,All Ages,337,34.1
Tehama,2015,All Ages,Total Population,All Ages,323,52.7
Trinity,2015,All Ages,Total Population,All Ages,67,60.5
Tulare,2015,All Ages,Total Population,All Ages,"2,542",51.3
Tuolumne,2015,All Ages,Total Population,All Ages,257,53.1
Ventura,2015,All Ages,Total Population,All Ages,"2,933",35.3
Yolo,2015,All Ages,Total Population,All Ages,852,44.1
Yuba,2015,All Ages,Total Population,All Ages,346,45.4
Alameda,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,185,469.6
Butte,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
California,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,765,47
Contra Costa,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,13,50.9
Del Norte,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Fresno,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,11,
Humboldt,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,49,70.4
Inyo,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,71.6
Kern,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Lake,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,10,
Lassen,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Los Angeles,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,51,26.1
Mendocino,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,19,56.8
Modoc,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Monterey,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Orange,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,13,23.7
Riverside,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,44,40.2
Sacramento,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,43,55.3
San Bernardino,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,69,82.7
San Diego,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,17.5
San Francisco,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,10,
San Joaquin,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,19,60.9
San Mateo,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Santa Barbara,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Santa Clara,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Shasta,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,28,64.9
Siskiyou,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Solano,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,59.4
Sonoma,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,21,49.9
Stanislaus,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,
Tulare,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,23,69.3
Yuba,2015,All Ages,Race-Ethnicity,American Indian/Alaskan Native,5,
Alameda,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,957,23
Butte,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,19,21.1
California,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,"9,676",19.4
Contra Costa,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,401,26.3
El Dorado,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,12,18.4
Fresno,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,237,25.5
Humboldt,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Imperial,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Kern,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,79,23.5
Kings,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
Lake,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,6,
Los Angeles,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,"2,360",18
Madera,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,5,
Marin,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,17.4
Merced,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,33,20.3
Monterey,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,86,31.9
Napa,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,34,34
Orange,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,814,14.8
Placer,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,42,15.4
Riverside,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,182,13.5
Sacramento,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,749,33.4
San Bernardino,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,214,17.4
San Diego,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,668,19.4
San Francisco,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,498,20.4
San Joaquin,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,328,32
San Luis Obispo,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
San Mateo,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,361,18.5
Santa Barbara,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,38,23.5
Santa Clara,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,943,16
Santa Cruz,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,10,
Shasta,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,33.8
Solano,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,212,33.3
Sonoma,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,32,16.9
Stanislaus,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,59,21
Sutter,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,31,20.7
Tehama,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,6,
Tulare,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,23,14.1
Ventura,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,76,13.8
Yolo,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,58,33.8
Yuba,2015,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,38
Alameda,2015,All Ages,Race-Ethnicity,African-American,"4,051",218.5
Butte,2015,All Ages,Race-Ethnicity,African-American,91,286.6
Calaveras,2015,All Ages,Race-Ethnicity,African-American,5,
California,2015,All Ages,Race-Ethnicity,African-American,"38,416",177.3
Contra Costa,2015,All Ages,Race-Ethnicity,African-American,"2,150",232.7
Del Norte,2015,All Ages,Race-Ethnicity,African-American,,
El Dorado,2015,All Ages,Race-Ethnicity,African-American,,
Fresno,2015,All Ages,Race-Ethnicity,African-American,775,153
Glenn,2015,All Ages,Race-Ethnicity,African-American,,
Humboldt,2015,All Ages,Race-Ethnicity,African-American,49,379.6
Imperial,2015,All Ages,Race-Ethnicity,African-American,48,119.3
Kern,2015,All Ages,Race-Ethnicity,African-American,"1,039",201.5
Kings,2015,All Ages,Race-Ethnicity,African-American,167,177.7
Lake,2015,All Ages,Race-Ethnicity,African-American,21,221.7
Lassen,2015,All Ages,Race-Ethnicity,African-American,6,
Los Angeles,2015,All Ages,Race-Ethnicity,African-American,"13,260",175.8
Madera,2015,All Ages,Race-Ethnicity,African-American,70,194.6
Marin,2015,All Ages,Race-Ethnicity,African-American,54,87.8
Mendocino,2015,All Ages,Race-Ethnicity,African-American,13,180.4
Merced,2015,All Ages,Race-Ethnicity,African-American,284,361.6
Monterey,2015,All Ages,Race-Ethnicity,African-American,135,161.4
Napa,2015,All Ages,Race-Ethnicity,African-American,26,135.9
Nevada,2015,All Ages,Race-Ethnicity,African-American,,
Orange,2015,All Ages,Race-Ethnicity,African-American,610,126
Placer,2015,All Ages,Race-Ethnicity,African-American,43,112.5
Plumas,2015,All Ages,Race-Ethnicity,African-American,8,
Riverside,2015,All Ages,Race-Ethnicity,African-American,"1,996",139.5
Sacramento,2015,All Ages,Race-Ethnicity,African-American,"3,440",229.9
San Bernardino,2015,All Ages,Race-Ethnicity,African-American,"2,935",154.9
San Diego,2015,All Ages,Race-Ethnicity,African-American,"1,883",129.8
San Francisco,2015,All Ages,Race-Ethnicity,African-American,994,227.5
San Joaquin,2015,All Ages,Race-Ethnicity,African-American,"1,194",215.7
San Luis Obispo,2015,All Ages,Race-Ethnicity,African-American,45,132.3
San Mateo,2015,All Ages,Race-Ethnicity,African-American,132,67.7
Santa Barbara,2015,All Ages,Race-Ethnicity,African-American,115,151.5
Santa Clara,2015,All Ages,Race-Ethnicity,African-American,602,117.5
Santa Cruz,2015,All Ages,Race-Ethnicity,African-American,22,87.4
Shasta,2015,All Ages,Race-Ethnicity,African-American,24,148.8
Siskiyou,2015,All Ages,Race-Ethnicity,African-American,8,
Solano,2015,All Ages,Race-Ethnicity,African-American,"1,228",232.8
Sonoma,2015,All Ages,Race-Ethnicity,African-American,97,121.5
Stanislaus,2015,All Ages,Race-Ethnicity,African-American,379,280.5
Sutter,2015,All Ages,Race-Ethnicity,African-American,21,131.3
Tehama,2015,All Ages,Race-Ethnicity,African-American,,
Tulare,2015,All Ages,Race-Ethnicity,African-American,70,129.5
Tuolumne,2015,All Ages,Race-Ethnicity,African-American,11,
Ventura,2015,All Ages,Race-Ethnicity,African-American,156,141.2
Yolo,2015,All Ages,Race-Ethnicity,African-American,62,108
Yuba,2015,All Ages,Race-Ethnicity,African-American,29,135
Alameda,2015,All Ages,Race-Ethnicity,Hispanic,"2,263",57.7
Amador,2015,All Ages,Race-Ethnicity,Hispanic,24,53.8
Butte,2015,All Ages,Race-Ethnicity,Hispanic,121,33.5
Calaveras,2015,All Ages,Race-Ethnicity,Hispanic,21,37.7
California,2015,All Ages,Race-Ethnicity,Hispanic,"77,639",48.8
Colusa,2015,All Ages,Race-Ethnicity,Hispanic,54,34.9
Contra Costa,2015,All Ages,Race-Ethnicity,Hispanic,"1,937",68.2
Del Norte,2015,All Ages,Race-Ethnicity,Hispanic,15,26.1
El Dorado,2015,All Ages,Race-Ethnicity,Hispanic,101,41.7
Fresno,2015,All Ages,Race-Ethnicity,Hispanic,"4,827",83.9
Glenn,2015,All Ages,Race-Ethnicity,Hispanic,39,33.9
Humboldt,2015,All Ages,Race-Ethnicity,Hispanic,40,25.7
Imperial,2015,All Ages,Race-Ethnicity,Hispanic,"1,139",70.4
Inyo,2015,All Ages,Race-Ethnicity,Hispanic,23,47.7
Kern,2015,All Ages,Race-Ethnicity,Hispanic,"2,694",53.4
Kings,2015,All Ages,Race-Ethnicity,Hispanic,592,70.7
Lake,2015,All Ages,Race-Ethnicity,Hispanic,79,70
Lassen,2015,All Ages,Race-Ethnicity,Hispanic,9,
Los Angeles,2015,All Ages,Race-Ethnicity,Hispanic,"25,709",50
Madera,2015,All Ages,Race-Ethnicity,Hispanic,704,68.8
Marin,2015,All Ages,Race-Ethnicity,Hispanic,118,27.2
Mariposa,2015,All Ages,Race-Ethnicity,Hispanic,6,
Mendocino,2015,All Ages,Race-Ethnicity,Hispanic,82,33.3
Merced,2015,All Ages,Race-Ethnicity,Hispanic,"1,355",82.2
Mono,2015,All Ages,Race-Ethnicity,Hispanic,16,32
Monterey,2015,All Ages,Race-Ethnicity,Hispanic,"1,393",51
Napa,2015,All Ages,Race-Ethnicity,Hispanic,168,32.4
Nevada,2015,All Ages,Race-Ethnicity,Hispanic,14,15.1
Orange,2015,All Ages,Race-Ethnicity,Hispanic,"4,274",36.5
Placer,2015,All Ages,Race-Ethnicity,Hispanic,137,23.5
Plumas,2015,All Ages,Race-Ethnicity,Hispanic,21,134.6
Riverside,2015,All Ages,Race-Ethnicity,Hispanic,"4,192",36.6
Sacramento,2015,All Ages,Race-Ethnicity,Hispanic,"2,046",59.2
San Benito,2015,All Ages,Race-Ethnicity,Hispanic,183,49.6
San Bernardino,2015,All Ages,Race-Ethnicity,Hispanic,"5,105",45.3
San Diego,2015,All Ages,Race-Ethnicity,Hispanic,"4,392",37.8
San Francisco,2015,All Ages,Race-Ethnicity,Hispanic,593,48.5
San Joaquin,2015,All Ages,Race-Ethnicity,Hispanic,"1,699",56.9
San Luis Obispo,2015,All Ages,Race-Ethnicity,Hispanic,236,35.3
San Mateo,2015,All Ages,Race-Ethnicity,Hispanic,"1,154",58.3
Santa Barbara,2015,All Ages,Race-Ethnicity,Hispanic,921,42.6
Santa Clara,2015,All Ages,Race-Ethnicity,Hispanic,"2,872",54.5
Santa Cruz,2015,All Ages,Race-Ethnicity,Hispanic,441,45.6
Shasta,2015,All Ages,Race-Ethnicity,Hispanic,64,33.5
Siskiyou,2015,All Ages,Race-Ethnicity,Hispanic,12,22.7
Solano,2015,All Ages,Race-Ethnicity,Hispanic,656,59.3
Sonoma,2015,All Ages,Race-Ethnicity,Hispanic,508,37
Stanislaus,2015,All Ages,Race-Ethnicity,Hispanic,"1,296",53.1
Sutter,2015,All Ages,Race-Ethnicity,Hispanic,91,27.9
Tehama,2015,All Ages,Race-Ethnicity,Hispanic,77,50.4
Tulare,2015,All Ages,Race-Ethnicity,Hispanic,"1,273",38.1
Tuolumne,2015,All Ages,Race-Ethnicity,Hispanic,15,22.5
Ventura,2015,All Ages,Race-Ethnicity,Hispanic,"1,443",37.4
Yolo,2015,All Ages,Race-Ethnicity,Hispanic,313,48.7
Yuba,2015,All Ages,Race-Ethnicity,Hispanic,62,29.2
Alameda,2015,All Ages,Race-Ethnicity,White,"1,549",32
Amador,2015,All Ages,Race-Ethnicity,White,161,63.8
Butte,2015,All Ages,Race-Ethnicity,White,764,53.3
Calaveras,2015,All Ages,Race-Ethnicity,White,156,50.1
California,2015,All Ages,Race-Ethnicity,White,"54,967",40.1
Colusa,2015,All Ages,Race-Ethnicity,White,37,55.1
Contra Costa,2015,All Ages,Race-Ethnicity,White,"1,906",40.4
Del Norte,2015,All Ages,Race-Ethnicity,White,110,72.9
El Dorado,2015,All Ages,Race-Ethnicity,White,318,25.8
Fresno,2015,All Ages,Race-Ethnicity,White,"1,951",72.7
Glenn,2015,All Ages,Race-Ethnicity,White,73,53.9
Humboldt,2015,All Ages,Race-Ethnicity,White,634,65.5
Imperial,2015,All Ages,Race-Ethnicity,White,174,73.8
Inyo,2015,All Ages,Race-Ethnicity,White,52,50.8
Kern,2015,All Ages,Race-Ethnicity,White,"1,851",56.9
Kings,2015,All Ages,Race-Ethnicity,White,444,87.6
Lake,2015,All Ages,Race-Ethnicity,White,344,83.6
Lassen,2015,All Ages,Race-Ethnicity,White,126,57.3
Los Angeles,2015,All Ages,Race-Ethnicity,White,"8,625",35.4
Madera,2015,All Ages,Race-Ethnicity,White,229,46.6
Marin,2015,All Ages,Race-Ethnicity,White,324,19.5
Mariposa,2015,All Ages,Race-Ethnicity,White,69,51.7
Mendocino,2015,All Ages,Race-Ethnicity,White,348,70.2
Merced,2015,All Ages,Race-Ethnicity,White,702,85.7
Modoc,2015,All Ages,Race-Ethnicity,White,42,72.8
Mono,2015,All Ages,Race-Ethnicity,White,27,36
Monterey,2015,All Ages,Race-Ethnicity,White,464,44.7
Napa,2015,All Ages,Race-Ethnicity,White,318,46
Nevada,2015,All Ages,Race-Ethnicity,White,329,50.9
Orange,2015,All Ages,Race-Ethnicity,White,"4,025",33.8
Placer,2015,All Ages,Race-Ethnicity,White,843,33.8
Plumas,2015,All Ages,Race-Ethnicity,White,68,48.7
Riverside,2015,All Ages,Race-Ethnicity,White,"3,279",40.7
Sacramento,2015,All Ages,Race-Ethnicity,White,"3,266",49.7
San Benito,2015,All Ages,Race-Ethnicity,White,92,61.5
San Bernardino,2015,All Ages,Race-Ethnicity,White,"3,552",54.9
San Diego,2015,All Ages,Race-Ethnicity,White,"3,698",26.2
San Francisco,2015,All Ages,Race-Ethnicity,White,816,26.4
San Joaquin,2015,All Ages,Race-Ethnicity,White,"1,335",58
San Luis Obispo,2015,All Ages,Race-Ethnicity,White,613,39.3
San Mateo,2015,All Ages,Race-Ethnicity,White,805,28.5
Santa Barbara,2015,All Ages,Race-Ethnicity,White,632,36.8
Santa Clara,2015,All Ages,Race-Ethnicity,White,"1,753",30.1
Santa Cruz,2015,All Ages,Race-Ethnicity,White,428,30.7
Shasta,2015,All Ages,Race-Ethnicity,White,852,65.7
Sierra,2015,All Ages,Race-Ethnicity,White,8,
Siskiyou,2015,All Ages,Race-Ethnicity,White,136,50.5
Solano,2015,All Ages,Race-Ethnicity,White,"1,082",69.1
Sonoma,2015,All Ages,Race-Ethnicity,White,"1,196",39.7
Stanislaus,2015,All Ages,Race-Ethnicity,White,"1,370",59.1
Sutter,2015,All Ages,Race-Ethnicity,White,176,37.8
Tehama,2015,All Ages,Race-Ethnicity,White,227,58.1
Trinity,2015,All Ages,Race-Ethnicity,White,62,74.7
Tulare,2015,All Ages,Race-Ethnicity,White,482,34.5
Tuolumne,2015,All Ages,Race-Ethnicity,White,224,59.9
Ventura,2015,All Ages,Race-Ethnicity,White,"1,162",33.1
Yolo,2015,All Ages,Race-Ethnicity,White,378,41
Yuba,2015,All Ages,Race-Ethnicity,White,226,53
Alameda,2015,All Ages,Sex,Female,"5,154",65
Amador,2015,All Ages,Sex,Female,129,74.5
Butte,2015,All Ages,Sex,Female,563,53.6
Calaveras,2015,All Ages,Sex,Female,115,58.4
California,2015,All Ages,Sex,Female,"100,117",52.1
Colusa,2015,All Ages,Sex,Female,41,36.4
Contra Costa,2015,All Ages,Sex,Female,"3,758",68.8
Del Norte,2015,All Ages,Sex,Female,93,83.3
El Dorado,2015,All Ages,Sex,Female,361,43.7
Fresno,2015,All Ages,Sex,Female,"3,971",79.8
Glenn,2015,All Ages,Sex,Female,65,47
Humboldt,2015,All Ages,Sex,Female,462,71.9
Imperial,2015,All Ages,Sex,Female,686,72.5
Inyo,2015,All Ages,Sex,Female,48,58.4
Kern,2015,All Ages,Sex,Female,"2,970",67.4
Kings,2015,All Ages,Sex,Female,620,91.8
Lake,2015,All Ages,Sex,Female,285,96.5
Lassen,2015,All Ages,Sex,Female,83,71.6
Los Angeles,2015,All Ages,Sex,Female,"26,869",53.3
Madera,2015,All Ages,Sex,Female,525,63.2
Marin,2015,All Ages,Sex,Female,275,21.3
Mariposa,2015,All Ages,Sex,Female,50,60.7
Mendocino,2015,All Ages,Sex,Female,246,58.4
Merced,2015,All Ages,Sex,Female,"1,251",94.3
Modoc,2015,All Ages,Sex,Female,34,88.8
Mono,2015,All Ages,Sex,Female,24,36.7
Monterey,2015,All Ages,Sex,Female,"1,125",53.6
Napa,2015,All Ages,Sex,Female,332,47.6
Nevada,2015,All Ages,Sex,Female,221,51.1
Orange,2015,All Ages,Sex,Female,"5,157",33
Placer,2015,All Ages,Sex,Female,659,35.4
Plumas,2015,All Ages,Sex,Female,52,61.4
Riverside,2015,All Ages,Sex,Female,"5,333",45.7
Sacramento,2015,All Ages,Sex,Female,"5,440",73.7
San Benito,2015,All Ages,Sex,Female,140,48.6
San Bernardino,2015,All Ages,Sex,Female,"6,648",62.4
San Diego,2015,All Ages,Sex,Female,"6,187",39.1
San Francisco,2015,All Ages,Sex,Female,"1,641",42.4
San Joaquin,2015,All Ages,Sex,Female,"2,479",69.4
San Luis Obispo,2015,All Ages,Sex,Female,517,43.9
San Mateo,2015,All Ages,Sex,Female,"1,407",36.7
Santa Barbara,2015,All Ages,Sex,Female,927,43.4
Santa Clara,2015,All Ages,Sex,Female,"3,425",36.4
Santa Cruz,2015,All Ages,Sex,Female,420,33.3
Shasta,2015,All Ages,Sex,Female,579,66.9
Sierra,2015,All Ages,Sex,Female,,
Siskiyou,2015,All Ages,Sex,Female,85,47.2
Solano,2015,All Ages,Sex,Female,"1,935",93.4
Sonoma,2015,All Ages,Sex,Female,"1,070",43.3
Stanislaus,2015,All Ages,Sex,Female,"1,718",63.6
Sutter,2015,All Ages,Sex,Female,179,35.9
Tehama,2015,All Ages,Sex,Female,173,54.6
Trinity,2015,All Ages,Sex,Female,30,47.8
Tulare,2015,All Ages,Sex,Female,"1,212",52.1
Tuolumne,2015,All Ages,Sex,Female,158,69
Ventura,2015,All Ages,Sex,Female,"1,523",36.1
Yolo,2015,All Ages,Sex,Female,453,45.4
Yuba,2015,All Ages,Sex,Female,169,45.5
Alameda,2015,All Ages,Sex,Male,"4,785",62.9
Amador,2015,All Ages,Sex,Male,67,48.3
Butte,2015,All Ages,Sex,Male,481,46.7
Calaveras,2015,All Ages,Sex,Male,70,38
California,2015,All Ages,Sex,Male,"91,780",48.3
Colusa,2015,All Ages,Sex,Male,56,45.9
Contra Costa,2015,All Ages,Sex,Male,"3,099",60.6
Del Norte,2015,All Ages,Sex,Male,47,35.2
El Dorado,2015,All Ages,Sex,Male,231,29.1
Fresno,2015,All Ages,Sex,Male,"3,965",73.6
Glenn,2015,All Ages,Sex,Male,57,37.9
Humboldt,2015,All Ages,Sex,Male,373,55.8
Imperial,2015,All Ages,Sex,Male,702,69.4
Inyo,2015,All Ages,Sex,Male,40,48.1
Kern,2015,All Ages,Sex,Male,"2,889",57.6
Kings,2015,All Ages,Sex,Male,630,72.4
Lake,2015,All Ages,Sex,Male,193,64.4
Lassen,2015,All Ages,Sex,Male,65,36
Los Angeles,2015,All Ages,Sex,Male,"25,355",52.3
Madera,2015,All Ages,Sex,Male,506,60.2
Marin,2015,All Ages,Sex,Male,266,23
Mariposa,2015,All Ages,Sex,Male,29,33
Mendocino,2015,All Ages,Sex,Male,233,56.1
Merced,2015,All Ages,Sex,Male,"1,174",80.5
Modoc,2015,All Ages,Sex,Male,19,49.3
Mono,2015,All Ages,Sex,Male,19,27.2
Monterey,2015,All Ages,Sex,Male,"1,069",47
Napa,2015,All Ages,Sex,Male,240,36
Nevada,2015,All Ages,Sex,Male,130,34.3
Orange,2015,All Ages,Sex,Male,"5,118",34.2
Placer,2015,All Ages,Sex,Male,466,26.9
Plumas,2015,All Ages,Sex,Male,47,50.1
Riverside,2015,All Ages,Sex,Male,"4,777",40.3
Sacramento,2015,All Ages,Sex,Male,"4,669",63.8
San Benito,2015,All Ages,Sex,Male,145,50.7
San Bernardino,2015,All Ages,Sex,Male,"6,113",55.5
San Diego,2015,All Ages,Sex,Male,"5,458",34.6
San Francisco,2015,All Ages,Sex,Male,"1,500",40.4
San Joaquin,2015,All Ages,Sex,Male,"2,323",62.4
San Luis Obispo,2015,All Ages,Sex,Male,433,36.5
San Mateo,2015,All Ages,Sex,Male,"1,288",35.7
Santa Barbara,2015,All Ages,Sex,Male,807,38.1
Santa Clara,2015,All Ages,Sex,Male,"3,096",33.5
Santa Cruz,2015,All Ages,Sex,Male,489,39.6
